actorId,primaryName,validCount,averRating,averVote
nm0000138,Leonardo DiCaprio,27,7.377777777777778,391904.18518518517
nm0089217,Orlando Bloom,20,6.625,348601.4
nm0744834,Eli Roth,3,5.3999999999999995,343201.6666666667
nm0342488,Rupert Grint,13,7.061538461538461,284254.3846153846
nm0000093,Brad Pitt,42,6.942857142857145,280726.5714285714
nm0914612,Emma Watson,15,6.9799999999999995,277483.26666666666
nm0340260,Zach Grenier,6,6.066666666666666,273803.8333333333
nm0205063,Lucy Davis,3,6.466666666666666,270587.3333333333
nm0501435,Kasi Lemmons,4,6.725,269860.25
nm0000288,Christian Bale,35,7.0514285714285725,265155.0
nm2225369,Jennifer Lawrence,17,6.888235294117648,263240.23529411765
nm0705356,Daniel Radcliffe,17,7.082352941176471,243214.0588235294
nm1165110,Chris Hemsworth,13,6.723076923076923,237915.15384615384
nm0005212,Ian McKellen,34,7.170588235294118,235286.32352941178
nm0413168,Hugh Jackman,29,6.979310344827585,235244.10344827586
nm0000226,Will Smith,26,6.676923076923076,226786.57692307694
nm0177896,Bradley Cooper,23,6.413043478260869,226757.4347826087
nm2395586,Christopher Mintz-Plasse,7,6.785714285714286,225046.7142857143
nm0000158,Tom Hanks,48,6.912500000000001,222396.10416666666
nm0005132,Heath Ledger,15,6.933333333333334,219604.8
nm0001570,Edward Norton,25,7.180000000000002,214630.92
nm0000204,Natalie Portman,30,6.706666666666665,211718.73333333334
nm2052567,Jae Head,3,6.300000000000001,211051.66666666666
nm0695435,Chris Pratt,13,6.538461538461539,210840.07692307694
nm0000402,Carrie Fisher,16,6.362499999999999,210141.6875
nm0876138,Alan Tudyk,6,7.1000000000000005,209089.16666666666
nm1535523,Jaden Smith,4,6.15,208797.25
nm5397459,Daisy Ridley,5,7.06,208510.2
nm2955013,Liam Hemsworth,12,6.25,204833.08333333334
nm0005157,Jake Lloyd,3,6.533333333333334,203539.33333333334
nm3915784,John Boyega,6,6.949999999999999,202166.66666666666
nm0000120,Jim Carrey,27,6.603703703703703,202159.4814814815
nm0362766,Tom Hardy,22,6.677272727272726,202026.54545454544
nm1342727,Skandar Keynes,3,6.566666666666666,200993.66666666666
nm0262635,Chris Evans,25,6.66,200824.52
nm3237775,Mackenzie Foy,6,7.516666666666667,200202.83333333334
nm0000129,Tom Cruise,38,6.873684210526315,200201.42105263157
nm1179105,Alexandre Rodrigues,3,7.5,198425.66666666666
nm1129884,Leandro Firmino,3,6.900000000000001,198247.0
nm0424060,Scarlett Johansson,33,6.727272727272729,197363.66666666666
nm0001122,Ellen DeGeneres,5,6.0,197092.4
nm1706767,Jonah Hill,20,6.635,195104.15
nm1297015,Emma Stone,18,6.544444444444443,194334.44444444444
nm0110480,Peter Brocco,4,7.225,190880.75
nm0725543,Don Rickles,4,6.7,188730.25
nm0719637,Jeremy Renner,20,6.775,186221.2
nm0004874,Vin Diesel,22,6.636363636363634,185506.63636363635
nm0461136,Keira Knightley,23,6.8869565217391315,183800.69565217392
nm0001467,Jared Leto,11,6.854545454545454,183192.72727272726
nm0004266,Anne Hathaway,27,6.481481481481482,183057.66666666666
nm0001030,John Cazale,3,8.033333333333333,182254.33333333334
nm0670408,Simon Pegg,16,6.925000000000001,181796.625
nm0532235,Seth MacFarlane,5,6.56,181636.4
nm2353862,Dev Patel,7,6.857142857142857,179916.2857142857
nm0000354,Matt Damon,48,6.947916666666668,179456.25
nm0001855,Thomas F. Wilson,4,6.824999999999999,179109.5
nm4139037,Suraj Sharma,3,7.0,178970.0
nm0000136,Johnny Depp,48,6.866666666666666,177256.72916666666
nm0307531,Jeff Garlin,5,6.16,176869.8
nm0000148,Harrison Ford,43,6.9186046511627906,176774.7906976744
nm0350453,Jake Gyllenhaal,27,7.144444444444444,176747.11111111112
nm2552034,Melissa Benoist,3,7.633333333333333,176646.33333333334
nm0302108,Zach Galifianakis,15,6.3,175609.0
nm1727304,Domhnall Gleeson,13,7.038461538461537,174361.46153846153
nm0940362,Shailene Woodley,8,6.824999999999999,174344.625
nm1431940,Evangeline Lilly,4,6.499999999999999,173832.5
nm2554352,T.J. Miller,9,6.288888888888889,173305.88888888888
nm1940449,Andrew Garfield,12,7.5666666666666655,173227.66666666666
nm1663205,Sharlto Copley,11,6.672727272727273,173006.45454545456
nm0913822,Ken Watanabe,22,7.140909090909091,170384.36363636365
nm0330687,Joseph Gordon-Levitt,26,6.826923076923078,169985.07692307694
nm0035514,Richard Armitage,10,6.9,169800.5
nm0058581,Justin Bartha,11,6.054545454545454,169677.45454545456
nm3053338,Margot Robbie,10,6.110000000000001,168802.0
nm0879085,Tyrese Gibson,11,6.236363636363635,167983.63636363635
nm0010736,Amy Adams,24,6.791666666666667,167697.125
nm0331516,Ryan Gosling,23,7.086956521739131,167357.1739130435
nm0000375,Robert Downey Jr.,45,6.604444444444444,165470.42222222223
nm0383708,Rumi Hiiragi,3,7.433333333333333,164646.0
nm0651660,Holmes Osborne,4,5.824999999999999,162974.0
nm0147147,Henry Cavill,10,5.969999999999999,161206.8
nm0736622,Seth Rogen,19,6.573684210526316,160761.73684210525
nm2676147,Jonathan Groff,3,5.8999999999999995,160041.33333333334
nm0296545,Nick Frost,9,6.922222222222222,158978.88888888888
nm0136797,Steve Carell,26,6.7576923076923086,158282.26923076922
nm1046097,Rachel McAdams,27,6.874074074074077,156837.4814814815
nm0004937,Jamie Foxx,22,6.386363636363637,154925.0
nm0000123,George Clooney,34,6.68529411764706,154614.82352941178
nm0000196,Mike Myers,14,6.07142857142857,154274.85714285713
nm5052065,Ansel Elgort,5,6.74,153605.2
nm0186677,Lorella Cravotta,4,5.8,152959.25
nm0000255,Ben Affleck,34,6.320588235294117,152909.29411764705
nm0001521,Mary McDonnell,9,6.888888888888889,151232.77777777778
nm0000704,Elijah Wood,33,6.351515151515152,151174.33333333334
nm1249574,Phellipe Haagensen,4,6.550000000000001,148934.25
nm0000246,Bruce Willis,64,6.187499999999999,147984.8125
nm0001497,Tobey Maguire,18,6.56111111111111,147608.61111111112
nm0000242,Mark Wahlberg,40,6.459999999999999,147545.35
nm2951768,Freida Pinto,8,6.225,146471.5
nm0001817,Reginald VelJohnson,7,5.885714285714285,144817.42857142858
nm0735442,Michelle Rodriguez,20,5.88,144246.05
nm1410076,Nathalie Boltt,4,6.75,144086.5
nm3107870,David James,4,5.775,143976.75
nm1339223,Ty Simpkins,5,6.319999999999999,143479.8
nm0000228,Kevin Spacey,39,6.856410256410256,143016.05128205128
nm5473782,Taron Egerton,6,7.316666666666666,142919.0
nm0479471,Shia LaBeouf,23,6.478260869565218,141405.13043478262
nm0005251,Carrie-Anne Moss,27,6.348148148148147,141078.74074074073
nm0348409,Bob Gunton,14,6.385714285714286,140434.42857142858
nm0915989,Hugo Weaving,30,6.489999999999998,139835.9
nm0000128,Russell Crowe,39,6.697435897435896,139396.8205128205
nm0000151,Morgan Freeman,63,6.701587301587299,139342.15873015873
nm0000216,Arnold Schwarzenegger,35,6.039999999999998,139326.51428571428
nm1083271,Megan Fox,10,5.51,139284.0
nm0785227,Andy Serkis,15,6.433333333333333,138539.4
nm0056187,Sacha Baron Cohen,7,6.571428571428571,138420.57142857142
nm0000199,Al Pacino,45,6.753333333333336,137552.35555555555
nm0352778,Bill Hader,10,6.739999999999999,137472.5
nm0001835,Carl Weathers,9,6.377777777777777,136103.11111111112
nm0001187,Noah Emmerich,7,6.842857142857143,136045.42857142858
nm0005458,Jason Statham,35,6.44285714285714,135902.62857142856
nm0000139,Cameron Diaz,35,6.248571428571428,135806.0
nm0504962,Ken Leung,4,7.025,135705.0
nm0757855,Zoe Saldana,24,6.308333333333331,135572.83333333334
nm0397171,Bryce Dallas Howard,12,6.6499999999999995,135448.41666666666
nm0570364,Joel McHale,4,5.3,135313.75
nm1242688,Josh Hutcherson,19,6.357894736842105,133909.63157894736
nm2401020,Will Poulter,8,6.550000000000001,133863.375
nm1089991,Tom Hiddleston,13,6.6692307692307695,133854.76923076922
nm0293509,Martin Freeman,19,6.647368421052631,133424.05263157896
nm1982597,Rihanna,3,6.333333333333333,132713.66666666666
nm1055413,Michael Fassbender,25,6.552,132357.2
nm1475594,Channing Tatum,21,6.3619047619047615,132273.33333333334
nm0165049,Warren Clarke,5,6.359999999999999,131620.6
nm0001372,Bonnie Hunt,13,6.046153846153847,131201.92307692306
nm0704270,Zachary Quinto,11,6.6909090909090905,131038.09090909091
nm0000601,Harold Ramis,4,6.85,131016.75
nm0503567,Logan Lerman,12,6.683333333333334,130771.91666666667
nm2933757,Gal Gadot,5,6.32,130486.2
nm3729721,Dylan O'Brien,5,6.62,130434.8
nm0005493,Justin Timberlake,13,6.246153846153846,129868.84615384616
nm0005109,Mila Kunis,20,6.040000000000001,128759.95
nm0257969,Mireille Enos,5,6.28,128138.2
nm0397788,Brian Howe,3,7.3,127844.0
nm0749263,Mark Ruffalo,34,6.632352941176471,127675.76470588235
nm0206359,Charlie Day,8,5.9875,127495.25
nm0000982,Josh Brolin,25,6.691999999999999,126641.08
nm4420495,Sonoya Mizuno,3,6.333333333333333,126488.33333333333
nm0000190,Matthew McConaughey,39,6.515384615384614,125535.8717948718
nm1140300,Jessica Lucas,4,5.75,124914.75
nm3822462,Rila Fukushima,3,6.0,124649.66666666667
nm0001173,Aaron Eckhart,28,6.474999999999999,123747.89285714286
nm0001778,Matt Stone,3,7.199999999999999,123478.66666666667
nm0000701,Kate Winslet,34,6.905882352941176,123146.26470588235
nm1159180,Ed Helms,16,6.03125,122958.6875
nm1517976,Chris Pine,21,6.666666666666665,122925.14285714286
nm0001557,Viggo Mortensen,32,6.3843749999999995,122219.75
nm1659547,Carey Mulligan,13,7.338461538461538,122166.92307692308
nm0001401,Angelina Jolie,33,6.203030303030302,122013.81818181818
nm2541974,Jai Courtney,7,6.3428571428571425,121940.57142857143
nm0000416,Terry Gilliam,7,7.628571428571429,121840.57142857143
nm0000235,Uma Thurman,32,6.021875,121397.96875
nm1913734,Rooney Mara,16,6.80625,121076.8125
nm0000582,Joe Pesci,24,6.512499999999999,120450.54166666667
nm0000168,Samuel L. Jackson,71,6.35492957746479,120367.22535211267
nm0185819,Daniel Craig,29,6.686206896551725,120269.72413793103
nm0251986,Jesse Eisenberg,26,6.473076923076922,119394.92307692308
nm1567113,Jessica Chastain,23,6.721739130434782,119009.60869565218
nm1210124,Taylor Lautner,8,5.1,118978.375
nm0000641,Gary Sinise,18,6.38888888888889,118563.94444444444
nm0113595,Garrett M. Brown,4,6.375,118479.75
nm0564215,James McAvoy,26,6.861538461538462,117868.03846153847
nm0000983,Albert Brooks,19,6.76842105263158,117686.73684210527
nm1072555,Morena Baccarin,6,6.016666666666667,117196.33333333333
nm0233145,Alison Doody,5,6.220000000000001,117178.0
nm0000134,Robert De Niro,83,6.631325301204819,116830.77108433735
nm0059431,Jay Baruchel,18,6.5,116799.44444444444
nm0001691,Geoffrey Rush,31,6.861290322580646,116327.90322580645
nm0001618,Joaquin Phoenix,29,6.9241379310344815,116132.6551724138
nm0000332,Don Cheadle,26,6.942307692307693,115267.11538461539
nm0000705,Robin Wright,28,6.607142857142857,115077.53571428571
nm0000209,Tim Robbins,32,6.656249999999999,114600.84375
nm0148418,Michael Cera,14,6.171428571428571,114410.57142857143
nm2209370,Katie Featherston,3,5.533333333333334,114325.0
nm0000206,Keanu Reeves,48,6.3812500000000005,114273.0
nm1015684,Corey Stoll,4,6.424999999999999,113856.75
nm0910607,Christoph Waltz,18,6.566666666666666,113812.11111111111
nm0341174,Douglas M. Griffin,3,6.3999999999999995,113571.33333333333
nm0425005,Dwayne Johnson,29,6.303448275862066,113440.72413793103
nm0000867,Jason Bateman,26,6.311538461538462,113382.76923076923
nm0077397,Elizabeth Berrington,3,6.066666666666666,112963.0
nm0026879,Jeff Anderson,4,7.199999999999999,112733.0
nm0308882,Lorraine Gary,5,5.84,112234.8
nm0000450,Philip Seymour Hoffman,28,7.125,112032.17857142857
nm0001774,Ben Stiller,37,6.183783783783783,111808.05405405405
nm0000243,Denzel Washington,43,6.904651162790696,111362.55813953489
nm0938950,Benedict Wong,4,6.325,110946.75
nm0001037,Graham Chapman,7,7.214285714285714,110538.28571428571
nm0000198,Gary Oldman,45,6.597777777777779,110313.08888888889
nm0004989,Alyson Hannigan,9,5.388888888888889,110030.22222222222
nm0680983,Ellen Page,24,6.445833333333333,109956.33333333333
nm0753314,Mark Rylance,6,7.1000000000000005,109903.0
nm0001652,John Ratzenberger,7,6.557142857142857,109888.0
nm0000434,Mark Hamill,30,6.246666666666669,109732.56666666667
nm5831542,Barkhad Abdi,4,7.025,108814.75
nm0396558,Nicholas Hoult,16,6.60625,108532.25
nm2395937,Brooklyn Decker,4,5.725,107905.0
nm0000553,Liam Neeson,65,6.558461538461538,107812.63076923077
nm0000234,Charlize Theron,38,6.576315789473684,107650.94736842105
nm0153738,Daveigh Chase,6,6.133333333333334,106949.66666666667
nm1289434,Emily Blunt,25,6.4479999999999995,106864.28
nm0683253,Rosamund Pike,20,6.269999999999999,106364.0
nm0124930,Gerard Butler,34,6.423529411764705,106274.67647058824
nm0000676,Chris Tucker,6,6.683333333333334,106252.5
nm0000401,Laurence Fishburne,31,6.522580645161291,106236.0
nm0913488,Kerry Washington,15,6.253333333333333,106199.73333333334
nm0005351,Ryan Reynolds,37,6.554054054054055,106184.94594594595
nm0159789,Hayden Christensen,16,5.918750000000001,106075.6875
nm0034309,Geoffrey Arend,4,6.6,105833.0
nm0001191,Adam Sandler,37,5.9135135135135135,105810.21621621621
nm0788767,John Sharian,3,6.233333333333333,105754.0
nm0000179,Jude Law,36,6.683333333333333,105712.11111111111
nm1200692,Eva Green,15,6.540000000000001,105606.33333333333
nm0329481,Ginnifer Goodwin,7,6.585714285714286,105492.57142857143
nm0108287,Jordana Brewster,10,6.09,105098.8
nm0000569,Gwyneth Paltrow,33,6.415151515151516,104808.48484848485
nm0000681,Vince Vaughn,29,6.086206896551725,104780.24137931035
nm0000741,Tim Allen,22,5.959090909090909,104767.22727272728
nm0000439,Neil Patrick Harris,10,6.26,104722.7
nm0328751,Caroline Goodall,10,6.07,104671.0
nm0918334,Scott Weinger,3,6.633333333333333,104632.0
nm0252230,Chiwetel Ejiofor,26,6.723076923076921,104359.26923076923
nm1325419,Kristen Wiig,20,6.205,104326.7
nm0085312,Jack Black,28,6.235714285714287,103924.75
nm0001533,Meat Loaf,15,6.04,103764.53333333334
nm0781981,Jason Segel,14,6.378571428571428,103147.64285714286
nm2505304,Sean Bott,3,7.0,101920.33333333333
nm0430107,Michael B. Jordan,7,6.6000000000000005,101795.14285714286
nm1886602,Miles Teller,12,6.575,101726.0
nm1670137,Georgie Henley,6,6.283333333333334,101668.33333333333
nm0857620,Justin Theroux,9,6.2666666666666675,101575.44444444444
nm0051509,Eric Bana,20,6.74,101380.9
nm0810379,Yeardley Smith,3,6.266666666666667,101025.33333333333
nm0000463,Famke Janssen,25,6.0920000000000005,100578.4
nm1334869,Logan Marshall-Green,7,6.071428571428571,100565.71428571429
nm0941777,Sam Worthington,24,6.258333333333334,100528.875
nm0000949,Cate Blanchett,42,6.816666666666668,100381.35714285714
nm0151419,Kyle Chandler,7,6.828571428571429,100170.14285714286
nm1212722,Benedict Cumberbatch,17,7.141176470588235,100134.70588235294
nm1745736,Paula Patton,13,6.238461538461539,100119.0
nm0000154,Mel Gibson,40,6.604999999999999,99972.025
nm0000124,Jennifer Connelly,35,6.442857142857144,99773.65714285715
nm0085400,Lewis Black,5,6.4,99761.4
nm0001663,Paul Reiser,11,6.000000000000001,99642.18181818182
nm0000191,Ewan McGregor,54,6.681481481481483,99621.85185185185
nm0000146,Ralph Fiennes,40,6.840000000000001,99618.2
nm0908094,Paul Walker,23,6.086956521739131,99614.30434782608
nm0000244,Sigourney Weaver,45,6.535555555555555,99297.2
nm1265802,Josh Gad,10,6.56,99261.8
nm0002071,Will Ferrell,33,6.181818181818182,99188.51515151515
nm0365140,Naomie Harris,11,6.445454545454544,98930.36363636363
nm2253071,Charlie Tahan,7,6.471428571428572,98880.28571428571
nm0000197,Jack Nicholson,48,6.491666666666666,98877.89583333333
nm0650702,Leland Orser,8,6.0625,98819.375
nm0243842,Giustino Durano,5,6.499999999999998,98652.8
nm0005380,Ray Romano,11,6.445454545454544,98369.90909090909
nm0001125,Benicio Del Toro,21,6.785714285714287,98090.76190476191
nm0005541,Marlon Wayans,16,5.45625,97711.75
nm1157358,Michelle Monaghan,21,6.39047619047619,97574.19047619047
nm0000149,Jodie Foster,35,6.611428571428571,97560.91428571429
nm1388927,Miranda Cosgrove,4,5.875,97282.0
nm0000195,Bill Murray,35,6.642857142857143,97156.0
nm0628601,Thandie Newton,20,6.26,96955.85
nm1395602,Allen Leech,6,6.25,96764.5
nm3592338,Emilia Clarke,4,6.324999999999999,96762.75
nm1258970,Russell Brand,7,6.2,96110.14285714286
nm1631269,Chloë Grace Moretz,24,6.2583333333333355,96081.5
nm0375738,Tom Helmore,3,6.8,95862.66666666667
nm0004789,Amanda Bynes,6,5.983333333333333,95553.83333333333
nm0205626,Viola Davis,19,6.536842105263159,95370.1052631579
nm0144657,Dan Castellaneta,3,6.5,95272.33333333333
nm0648249,Timothy Olyphant,14,6.371428571428571,95122.14285714286
nm0005256,Bridget Moynahan,12,6.333333333333335,94716.41666666667
nm2017943,Hayley Atwell,7,6.8,94507.42857142857
nm4534098,Ed Skrein,8,6.225,94479.75
nm0001602,Guy Pearce,37,6.521621621621621,94189.32432432432
nm0001876,Catherine Zeta-Jones,21,6.133333333333334,93678.76190476191
nm0272401,Craig Ferguson,9,6.8999999999999995,93664.0
nm1093951,Aaron Taylor-Johnson,17,6.664705882352941,93339.58823529411
nm0000150,Michael J. Fox,23,6.4217391304347835,93231.91304347826
nm0702841,Jonathan Ke Quan,4,6.475,93060.5
nm0654110,Clive Owen,32,6.668749999999998,92967.09375
nm0005110,Ashton Kutcher,16,5.981250000000001,92279.0625
nm2933542,Boyd Holbrook,6,6.550000000000001,92211.83333333333
nm1113550,Abigail Breslin,22,6.431818181818182,92177.09090909091
nm0005182,Leslie Mann,15,6.22,91617.66666666667
nm3478396,Luke Bracey,5,6.38,91518.6
nm0000379,Kirsten Dunst,36,6.311111111111113,90927.75
nm0832792,Ken Stott,7,6.771428571428571,90795.42857142857
nm0829576,Kristen Stewart,26,6.230769230769231,90779.84615384616
nm0748620,Paul Rudd,36,6.3500000000000005,90592.86111111111
nm0000113,Sandra Bullock,40,6.095000000000001,90438.475
nm4442319,Kara Hayward,3,6.566666666666666,90114.33333333333
nm0711805,Elden Henson,5,6.7,90103.0
nm0004695,Jessica Alba,25,5.647999999999999,90053.16
nm0268199,Colin Farrell,37,6.662162162162162,89820.08108108108
nm0005562,Owen Wilson,39,6.148717948717949,89657.28205128205
nm0267506,Anna Faris,23,5.882608695652172,89651.82608695653
nm1086543,Amanda Seyfried,20,6.1949999999999985,89527.65
nm0186505,Bryan Cranston,20,6.464999999999999,89517.2
nm0565250,Melissa McCarthy,9,5.955555555555555,89478.88888888889
nm2348627,Lucas Hedges,3,7.266666666666667,89385.0
nm1209966,Oscar Isaac,18,6.5888888888888895,89223.33333333333
nm0416673,Kevin James,16,5.73125,89171.3125
nm2023672,Dakota Goyo,4,6.575,88673.5
nm0001710,David Schwimmer,8,6.0375,88624.875
nm0000194,Julianne Moore,53,6.547169811320755,88509.39622641509
nm0935541,Mary Elizabeth Winstead,12,6.233333333333333,88313.16666666667
nm0000358,Daniel Day-Lewis,17,7.1,88111.0
nm0003817,Michael Clarke Duncan,18,5.705555555555554,87641.55555555556
nm1500155,Robert Pattinson,19,5.963157894736843,87592.84210526316
nm0578949,Eva Mendes,17,6.06470588235294,87389.88235294117
nm0126284,Rose Byrne,26,6.449999999999999,87286.53846153847
nm0559444,Yôji Matsuda,3,6.766666666666666,87225.0
nm0000586,Jada Pinkett Smith,15,6.38,87025.13333333333
nm2313103,Rebel Wilson,6,6.400000000000001,86785.33333333333
nm0000437,Woody Harrelson,48,6.552083333333333,86736.79166666667
nm0000157,Linda Hamilton,19,5.742105263157895,86695.47368421052
nm0000230,Sylvester Stallone,48,6.0270833333333345,86480.39583333333
nm0005405,Seann William Scott,21,6.066666666666666,86404.38095238095
nm5897057,Jaeden Lieberher,4,6.925000000000001,86238.0
nm0002536,Emmy Rossum,12,6.233333333333333,86145.41666666667
nm0275486,Tina Fey,10,6.5200000000000005,86097.2
nm2199632,Rudy Youngblood,3,5.333333333333333,86007.66666666667
nm1144419,Danny McBride,9,6.388888888888888,85445.55555555556
nm0001772,Patrick Stewart,35,6.528571428571428,85055.65714285715
nm0358316,Jon Hamm,10,6.65,84920.4
nm0835016,Mark Strong,22,6.613636363636363,84212.81818181818
nm2018237,Taylor Kitsch,8,6.3375,84055.0
nm0608440,William Moseley,6,5.516666666666666,83979.5
nm0000293,Sean Bean,36,6.280555555555557,83975.61111111111
nm0004950,Jennifer Garner,23,6.217391304347827,83719.08695652174
nm1393354,Kristen Connolly,4,5.8,83550.5
nm3037833,Eloise Mumford,4,4.375,83431.25
nm0173827,Dorothy Comingore,4,6.7250000000000005,83370.0
nm0402271,Charlie Hunnam,11,6.545454545454546,83273.27272727272
nm0012523,Scott Adsit,4,7.074999999999999,83208.5
nm0000245,Robin Williams,47,6.376595744680849,83105.4255319149
nm0000552,Eddie Murphy,38,5.847368421052631,83034.52631578948
nm0275835,John Fiedler,7,6.785714285714286,83027.42857142857
nm0001132,Judi Dench,29,6.741379310344827,82940.58620689655
nm0000210,Julia Roberts,42,6.42142857142857,82856.35714285714
nm1344302,Rachel House,3,7.400000000000001,82771.0
nm0653942,Frank Overton,3,7.233333333333333,82603.66666666667
nm0184445,Allen Covert,4,6.2250000000000005,82334.25
nm1659221,Sebastian Stan,8,6.375,82296.75
nm3009232,Ezra Miller,9,6.5888888888888895,82256.33333333333
nm0942787,Samuel E. Wright,3,7.1000000000000005,82249.66666666667
nm2546012,Kaya Scodelario,7,6.028571428571428,82146.28571428571
nm1032473,Thomas Brodie-Sangster,7,6.414285714285714,82057.0
nm0000932,Halle Berry,28,5.917857142857143,82011.17857142857
nm0404993,Jonathan Hyde,3,6.533333333333334,81999.0
nm0837177,Jason Sudeikis,16,6.281249999999999,81330.3125
nm1377375,Rachel Bilson,4,6.050000000000001,81229.75
nm2633535,Asa Butterfield,10,7.2,80914.3
nm0000237,John Travolta,51,5.876470588235293,80799.6862745098
nm1668265,Matt Long,3,5.633333333333333,80793.0
nm0004951,Brad Garrett,8,6.05,80313.375
nm0636426,Noomi Rapace,16,6.437499999999999,80262.9375
nm0000422,John Goodman,56,6.426785714285714,80208.21428571429
nm0419363,Christina Jastrzembska,3,4.7,80070.33333333333
nm0103797,Alice Braga,17,6.1000000000000005,79806.0
nm2443758,Nicola Peltz,5,5.619999999999999,79766.8
nm0005295,Trey Parker,6,6.883333333333333,79759.83333333333
nm2794962,Hailee Steinfeld,11,6.454545454545454,79753.45454545454
nm3772243,Theo James,9,6.088888888888889,79623.66666666667
nm0447695,Anna Kendrick,24,6.304166666666666,79615.70833333333
nm0000260,Joan Allen,25,6.739999999999998,79581.0
nm0000931,Elizabeth Berridge,4,6.575,79520.75
nm0001636,Priscilla Presley,4,6.8,79420.5
nm1176985,Dave Bautista,8,5.9125,79274.25
nm0001079,Scatman Crothers,10,6.409999999999999,79246.9
nm0000098,Jennifer Aniston,33,6.1393939393939405,79184.06060606061
nm0005286,Haley Joel Osment,16,6.15,79038.6875
nm0006669,William Sadler,26,5.75,78758.34615384616
nm1312575,Olivia Wilde,22,6.104545454545454,78562.27272727272
nm0241049,Josh Duhamel,22,5.8090909090909095,78562.13636363637
nm0328828,Matthew Goode,16,6.7625,78485.625
nm0631490,Bill Nighy,27,6.755555555555555,78400.5925925926
nm0390229,Laurie Holden,7,5.7142857142857135,78383.28571428571
nm1086981,Josef Altin,3,7.233333333333333,78147.66666666667
nm1419440,Ivana Baquero,7,6.028571428571428,77926.0
nm0221046,Zooey Deschanel,21,6.404761904761905,77858.90476190476
nm0005003,Sean Hayes,3,6.5,77670.66666666667
nm0000473,Diane Keaton,46,6.4239130434782625,77427.58695652174
nm0272581,Rebecca Ferguson,8,6.1875,77312.375
nm0000398,Sally Field,28,6.414285714285714,77214.82142857143
nm0001413,Julie Kavner,5,6.4399999999999995,76948.2
nm0836121,Michael Stuhlbarg,9,7.022222222222222,76890.22222222222
nm0544718,Kate Mara,15,6.153333333333332,76807.53333333334
nm0068260,Jamie Bell,20,6.654999999999999,76570.95
nm0564500,Richard McCabe,3,7.133333333333333,76376.66666666667
nm1519666,Eddie Redmayne,14,6.514285714285714,76332.64285714286
nm0001838,Rachel Weisz,37,6.537837837837836,76309.81081081081
nm1385871,Olga Kurylenko,16,6.256249999999999,75767.625
nm0607865,Emily Mortimer,24,6.533333333333335,75646.29166666667
nm0000163,Dustin Hoffman,43,6.820930232558139,75628.27906976744
nm0652663,Patton Oswalt,11,6.381818181818181,75597.45454545454
nm0000346,Macaulay Culkin,12,6.158333333333332,75511.58333333333
nm2368789,Zoë Kravitz,10,6.29,75383.3
nm0126004,Dan Byrd,7,6.114285714285715,75289.57142857143
nm0000213,Winona Ryder,32,6.3812500000000005,75252.71875
nm0515116,Blake Lively,11,6.327272727272728,75246.90909090909
nm0267812,Vera Farmiga,26,6.66923076923077,75198.11538461539
nm0000849,Javier Bardem,30,6.596666666666667,75174.7
nm0000604,John C. Reilly,29,6.455172413793102,75157.68965517242
nm0488953,Brie Larson,16,6.106250000000001,75081.75
nm4043618,Tom Holland,7,6.528571428571428,74998.0
nm0200452,Paul Dano,16,6.6312500000000005,74851.875
nm1890784,Michelle Dockery,3,7.066666666666666,74802.0
nm0000307,Helena Bonham Carter,36,6.833333333333333,74669.19444444444
nm0000301,Thora Birch,15,5.719999999999999,74591.26666666666
nm0428065,Felicity Jones,15,6.513333333333334,74484.93333333333
nm0004715,Will Arnett,14,6.192857142857142,74081.85714285714
nm0571727,Kevin McKidd,11,6.281818181818181,74063.54545454546
nm0005266,Craig T. Nelson,14,6.221428571428573,73966.71428571429
nm0001473,Laura Linney,31,6.596774193548385,73882.0
nm0000114,Steve Buscemi,40,6.35,73713.775
nm0000142,Clint Eastwood,51,6.956862745098042,73609.49019607843
nm2240346,Kodi Smit-McPhee,11,6.663636363636363,73588.72727272728
nm0668994,Oscar Pearce,3,5.633333333333333,73586.0
nm0005023,Djimon Hounsou,19,6.089473684210525,73576.1052631579
nm1227814,Vanessa Hudgens,8,5.9624999999999995,73567.125
nm0000295,Kate Beckinsale,34,6.270588235294119,73507.11764705883
nm1256532,Jon Bernthal,14,6.742857142857143,73446.0
nm0005520,Amber Valletta,10,6.2,73335.9
nm4456120,Elizabeth Debicki,3,7.133333333333333,73303.66666666667
nm0249291,Joel Edgerton,26,6.538461538461537,73221.07692307692
nm1291227,Moon Bloodgood,6,6.05,73130.5
nm1504678,Jose Pablo Cantillo,3,5.633333333333333,73103.0
nm0933940,Patrick Wilson,28,6.314285714285712,72862.60714285714
nm3886028,Angourie Rice,3,6.400000000000001,72766.66666666667
nm0000438,Ed Harris,58,6.687931034482758,72686.56896551725
nm0000623,Rene Russo,20,6.265,72624.75
nm0001567,Connie Nielsen,22,6.3090909090909095,72436.18181818182
nm1975228,Nick Krause,3,6.433333333333333,72428.0
nm0931404,Olivia Williams,20,6.405000000000001,72264.9
nm0000345,Billy Crystal,21,6.3047619047619055,72189.61904761905
nm0355097,Jackie Earle Haley,9,6.133333333333334,72092.88888888889
nm2809577,Jenny Slate,5,6.68,72050.2
nm0001167,Shelley Duvall,12,6.566666666666666,71910.5
nm1208167,Diane Kruger,31,6.551612903225808,71843.64516129032
nm0197647,James Badge Dale,12,6.416666666666667,71732.41666666667
nm1374980,Zac Efron,18,6.2,71523.0
